0.1857,0.0000,0.3628
0.1857,-0.0109,0.3625
0.1857,-0.0218,0.3614
0.1857,-0.0326,0.3597
0.1857,-0.0432,0.3573
0.1857,-0.0537,0.3543
0.1857,-0.0640,0.3506
0.1857,-0.0740,0.3463
0.1857,-0.0838,0.3413
0.1857,-0.0932,0.3357
0.1857,-0.1022,0.3296
0.1857,-0.1108,0.3229
0.1857,-0.1190,0.3157
0.1857,-0.1267,0.3080
0.1857,-0.1340,0.2998
0.1857,-0.1407,0.2911
0.1857,-0.1468,0.2821
0.1857,-0.1524,0.2727
0.1857,-0.1573,0.2630
0.1857,-0.1617,0.2529
0.1857,-0.1654,0.2427
0.1857,-0.1684,0.2322
0.1857,-0.1708,0.2215
0.1857,-0.1725,0.2107
0.1857,-0.1735,0.1999
0.1857,-0.1739,0.1889
0.1857,-0.1735,0.1780
0.1857,-0.1725,0.1672
0.1857,-0.1708,0.1564
0.1857,-0.1684,0.1457
0.1857,-0.1654,0.1352
0.1857,-0.1617,0.1249
0.1857,-0.1573,0.1149
0.1857,-0.1524,0.1052
0.1857,-0.1468,0.0958
0.1857,-0.1407,0.0867
0.1857,-0.1340,0.0781
0.1857,-0.1267,0.0699
0.1857,-0.1190,0.0622
0.1857,-0.1108,0.0550
0.1857,-0.1022,0.0483
0.1857,-0.0932,0.0421
0.1857,-0.0838,0.0366
0.1857,-0.0740,0.0316
0.1857,-0.0640,0.0273
0.1857,-0.0537,0.0236
0.1857,-0.0432,0.0205
0.1857,-0.0326,0.0182
0.1857,-0.0218,0.0165
0.1857,-0.0109,0.0154
0.1857,0.0000,0.0151
0.1857,0.0109,0.0154
0.1857,0.0218,0.0165
0.1857,0.0326,0.0182
0.1857,0.0432,0.0205
0.1857,0.0537,0.0236
0.1857,0.0640,0.0273
0.1857,0.0740,0.0316
0.1857,0.0838,0.0366
0.1857,0.0932,0.0421
0.1857,0.1022,0.0483
0.1857,0.1108,0.0550
0.1857,0.1190,0.0622
0.1857,0.1267,0.0699
0.1857,0.1340,0.0781
0.1857,0.1407,0.0867
0.1857,0.1468,0.0958
0.1857,0.1524,0.1052
0.1857,0.1573,0.1149
0.1857,0.1617,0.1249
0.1857,0.1654,0.1352
0.1857,0.1684,0.1457
0.1857,0.1708,0.1564
0.1857,0.1725,0.1672
0.1857,0.1735,0.1780
0.1857,0.1739,0.1889
0.1857,0.1735,0.1999
0.1857,0.1725,0.2107
0.1857,0.1708,0.2215
0.1857,0.1684,0.2322
0.1857,0.1654,0.2427
0.1857,0.1617,0.2529
0.1857,0.1573,0.2630
0.1857,0.1524,0.2727
0.1857,0.1468,0.2821
0.1857,0.1407,0.2911
0.1857,0.1340,0.2998
0.1857,0.1267,0.3080
0.1857,0.1190,0.3157
0.1857,0.1108,0.3229
0.1857,0.1022,0.3296
0.1857,0.0932,0.3357
0.1857,0.0838,0.3413
0.1857,0.0740,0.3463
0.1857,0.0640,0.3506
0.1857,0.0537,0.3543
0.1857,0.0432,0.3573
0.1857,0.0326,0.3597
0.1857,0.0218,0.3614
0.1857,0.0109,0.3625
