1.795480,-0.185090,1.026209
1.804637,-0.184784,1.019946
1.804634,-0.184800,1.019940
1.805142,-0.184803,1.019766
1.805167,-0.184790,1.019813
1.805146,-0.184784,1.019773
1.805387,-0.184787,1.019732
1.805236,-0.184763,1.019448
1.805431,-0.184746,1.019263
1.805330,-0.184701,1.019071
1.805704,-0.184750,1.019198
1.805619,-0.184729,1.019038
1.805686,-0.184731,1.019164
1.805897,-0.184729,1.019098
1.805877,-0.184718,1.019061
1.806064,-0.184775,1.019415
1.806157,-0.184758,1.019010
1.806137,-0.184749,1.018972
1.806409,-0.184715,1.018897
1.806409,-0.184718,1.018896
1.806458,-0.184694,1.018989
1.806626,-0.184721,1.018819
1.806602,-0.184731,1.018774
1.806435,-0.184686,1.018456
1.806674,-0.184678,1.018354
1.806568,-0.184654,1.018154
1.807019,-0.184687,1.018451
1.807001,-0.184666,1.018417
1.807000,-0.184671,1.018415
1.807151,-0.184676,1.018205
1.807154,-0.184665,1.018209
1.807152,-0.184672,1.018206
1.807328,-0.184648,1.017985
1.807391,-0.184664,1.018104
1.807629,-0.184667,1.018001
1.807487,-0.184607,1.017732
1.807606,-0.184671,1.017958
1.807938,-0.184688,1.018008
1.807749,-0.184642,1.017650
1.807624,-0.184603,1.017414
1.808124,-0.184675,1.017874
1.808041,-0.184650,1.017717
1.808226,-0.184637,1.017532
1.808143,-0.184610,1.017375
1.808077,-0.184607,1.017251
1.808429,-0.184600,1.017352
1.808382,-0.184609,1.017265
1.808486,-0.184644,1.017460
1.808726,-0.184583,1.017346
1.808721,-0.184607,1.017337
1.808549,-0.184580,1.017013
1.808791,-0.184582,1.016992
1.808813,-0.184584,1.017033
1.809029,-0.184553,1.016883
1.808988,-0.184540,1.016805
1.808923,-0.184532,1.016682
1.809241,-0.184556,1.016719
1.809288,-0.184544,1.016808
1.809260,-0.184569,1.016755
1.809286,-0.184512,1.016243
1.809368,-0.184548,1.016397
1.809679,-0.184528,1.016494
1.809661,-0.184508,1.016460
1.809825,-0.184571,1.016770
1.809826,-0.184505,1.016238
1.809969,-0.184565,1.016507
1.809887,-0.184530,1.016353
1.810203,-0.184543,1.016386
1.809948,-0.184487,1.015905
1.810136,-0.184543,1.016261
1.810369,-0.184502,1.016153
1.810367,-0.184511,1.016149
1.810656,-0.184536,1.016218
1.810613,-0.184530,1.016137
1.810506,-0.184508,1.015936
1.810743,-0.184500,1.015818
1.810723,-0.184489,1.015781
1.810698,-0.184501,1.015734
1.810868,-0.184462,1.015486
1.810864,-0.184477,1.015480
1.811224,-0.184476,1.015674
1.811139,-0.184458,1.015514
1.811137,-0.184469,1.015509
1.811428,-0.184475,1.015526
1.811318,-0.184471,1.015318

