0.8713,0.0129,0.2449
0.8715,0.0258,0.2447
0.8717,0.0387,0.2444
0.8720,0.0515,0.2439
0.8723,0.0644,0.2433
0.8728,0.0773,0.2425
0.8733,0.0901,0.2416
0.8740,0.1029,0.2406
0.8747,0.1157,0.2394
0.8755,0.1285,0.2381
0.8763,0.1413,0.2366
0.8786,0.1487,0.2367
0.8837,0.1542,0.2389
0.8893,0.1577,0.2416
0.8950,0.1613,0.2444
0.9006,0.1648,0.2471
0.9019,0.1730,0.2449
0.9046,0.1798,0.2405
0.9083,0.1845,0.2343
0.9126,0.1865,0.2272
0.9170,0.1857,0.2199
0.9214,0.1840,0.2127
0.9257,0.1823,0.2054
0.9301,0.1806,0.1982
0.9344,0.1790,0.1910
0.9388,0.1773,0.1837
0.9431,0.1756,0.1765
0.9476,0.1739,0.1691
0.9520,0.1722,0.1617
0.9565,0.1705,0.1544
0.9609,0.1687,0.1470
0.9654,0.1670,0.1396
0.9698,0.1652,0.1322
0.9739,0.1616,0.1254
0.9773,0.1558,0.1198
0.9797,0.1484,0.1158
0.9809,0.1400,0.1139
0.9808,0.1312,0.1141
0.9801,0.1225,0.1152
0.9795,0.1138,0.1162
0.9789,0.1051,0.1172
0.9784,0.0964,0.1180
0.9779,0.0877,0.1188
0.9774,0.0789,0.1196
0.9771,0.0702,0.1202
0.9767,0.0614,0.1208
0.9764,0.0527,0.1213
0.9762,0.0439,0.1217
0.9759,0.0351,0.1221
0.9758,0.0263,0.1223
0.9757,0.0176,0.1225
0.9756,0.0088,0.1226
0.9756,0.0000,0.1227
0.9756,-0.0088,0.1226
0.9757,-0.0176,0.1225
0.9758,-0.0263,0.1223
0.9759,-0.0351,0.1221
0.9762,-0.0439,0.1217
0.9764,-0.0527,0.1213
0.9767,-0.0614,0.1208
0.9771,-0.0702,0.1202
0.9774,-0.0789,0.1196
0.9779,-0.0877,0.1188
0.9784,-0.0964,0.1180
0.9789,-0.1051,0.1172
0.9795,-0.1138,0.1162
0.9801,-0.1225,0.1152
0.9808,-0.1312,0.1141
0.9809,-0.1400,0.1139
0.9797,-0.1484,0.1158
0.9773,-0.1558,0.1198
0.9739,-0.1616,0.1254
0.9698,-0.1652,0.1322
0.9654,-0.1670,0.1396
0.9609,-0.1687,0.1470
0.9565,-0.1705,0.1544
0.9520,-0.1722,0.1617
0.9476,-0.1739,0.1691
0.9431,-0.1756,0.1765
0.9388,-0.1773,0.1837
0.9344,-0.1790,0.1910
0.9301,-0.1806,0.1982
0.9257,-0.1823,0.2054
0.9214,-0.1840,0.2127
0.9170,-0.1857,0.2199
0.9126,-0.1865,0.2272
0.9083,-0.1845,0.2343
0.9046,-0.1798,0.2405
0.9019,-0.1730,0.2449
0.9006,-0.1648,0.2471
0.8950,-0.1613,0.2444
0.8893,-0.1577,0.2416
0.8837,-0.1542,0.2389
0.8786,-0.1487,0.2367
0.8763,-0.1413,0.2366
0.8755,-0.1285,0.2381
0.8747,-0.1157,0.2394
0.8740,-0.1029,0.2406
0.8733,-0.0901,0.2416
0.8728,-0.0773,0.2425
0.8723,-0.0644,0.2433
0.8720,-0.0515,0.2439
0.8717,-0.0387,0.2444
0.8715,-0.0258,0.2447
0.8713,-0.0129,0.2449
0.8713,0.0000,0.2450
